business_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday
Fo3TzqHCUue89po8GBpf5Q,5:0-19:0,5:0-19:0,5:0-19:0,5:0-19:0,5:0-19:0,5:0-19:0,5:0-19:0
uZPbIsPh8NzI24lC__eifA,None,None,None,None,None,None,None
c9zvs5QCKzdLj4BPdL1GSQ,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,None
7N_KNmcSkgQHqMh3QAsrLQ,None,None,None,None,None,None,None
59ZPvaiHRxykULlNFK_kVw,None,17:0-22:0,17:0-22:0,17:0-22:0,17:0-0:0,17:0-0:0,None
bkbpfmmVYLhJlzuaqdWonw,None,None,None,None,None,None,None
qeFE3hKVFsvBTV-geLSszg,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,None,None
QdjB5dFy2-yjihqjVpZxqQ,10:0-18:0,10:0-18:0,9:0-20:0,9:0-20:0,9:0-18:0,9:0-16:30,None
AkYoguHFedcjK7oxS6p5QA,7:30-19:0,7:30-19:0,7:30-19:0,7:30-19:0,8:0-20:0,8:0-20:0,9:0-18:0
PSY6Fpn6QRC-yWcz0Jnm1w,10:45-21:0,10:45-21:0,10:45-21:0,10:45-21:0,10:45-21:0,10:45-21:0,10:45-21:0
FxEJjLZj6UdsOCGcgEufeA,7:0-18:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-15:0
zczYhZ8V4MqfP_HrcDffpg,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,None,None
NF1n1PMUKrpNMQNCWgC8cw,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,None
baRkNZ5Lm_QQUMZF2BpjPg,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0
Uw296FMa3GLM9Ijtoc_uIA,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Q_sYHS1bkfT-JWXjufPtTg,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-18:30,10:30-17:0,None
mPAt95zVO9deXkZSEFUDqg,None,None,None,None,None,None,None
4JmlrLcuDJITh2qH8bp5Wg,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,11:0-19:0,None
55CXQoIftXybtBZEg0HQfQ,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-14:0,9:0-17:0
LTlCaCGZE14GuaUXUGbamg,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
O_8j3TgnXVozOn5k0VH28g,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0
sMJAUZNU6u4iNvpmaLgx_g,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,16:0-23:0,10:0-14:0
avzC_p14dFcNjBYKJ-gQ-g,10:30-18:0,10:30-18:0,10:30-18:0,10:30-21:0,10:30-21:0,10:30-21:0,None
8XIrQ-3HpyldaHge-BmYKg,None,None,None,None,None,None,None
XqJBdzqjLtr4iR22uKbOsQ,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-17:0,10:0-17:0
JINLpOx5sB7eDtnAoy2UEg,10:0-18:0,None,None,17:0-19:0,11:0-18:0,11:0-18:0,None
7_F6dA9xh2lydTtr1LCtIQ,None,None,None,None,None,None,None
vPsIsB6UHRgmYu2R7s1hBg,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,10:0-16:0
evNYMgkBpQQPUfNjNYiobA,15:0-20:30,15:0-20:30,15:0-20:30,15:0-20:30,15:0-17:30,9:0-12:0,None
sq2tmieQaj7J_nYMXN4gug,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,None
Xf9upTaNn5sbD2rzo-h9Hg,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
yMopev-RPxfEXgqkJOvCGA,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-22:30,16:30-22:30,11:0-21:0
REE2Yd27AdmOpIFjrRlEoA,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0
M3R2xqYgg3879DXDDuvbLw,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0
BvxVmvXUml5laYUQ0XqklA,None,11:0-18:0,11:0-18:0,11:0-18:0,11:0-21:0,11:0-21:0,10:0-14:0
2IJtl7IFZCeCqkPjd5p_Gw,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,None,None
qdeeNytiroNKsCP4q2vULQ,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0
4SUFI-DWvuvikyZuHA7IQA,11:0-22:0,11:0-22:0,11:0-23:0,11:0-0:0,11:0-1:0,11:0-1:0,None
J9pxJFTle4v-Jd53SBR3eg,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-19:0,11:0-18:0
9uxy_f10bdL34SNiRr30TQ,None,None,None,None,None,None,None
e0blPZYr39r3ohUDFA-MnQ,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
8fKTbPc5OTcahMAuJD9E1A,None,None,None,None,None,None,None
qT8nS-YU_mXL-bzBeiNXKQ,None,None,None,None,None,None,None
gvBuwWEFkQ2-ITPheLtfwA,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,12:0-17:0,None
5Novl6V4g5TV4ATFPElsYQ,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-22:0,10:30-22:0,10:30-21:0
BhCAVw284KrfM6XQVAxv1A,16:0-23:0,16:0-23:0,16:0-23:0,16:0-23:0,16:0-23:0,16:0-23:0,16:0-23:0
NsarUMMMPOlMBb6K04x6hw,7:30-17:30,7:30-17:30,7:30-17:30,7:30-17:30,7:30-17:30,8:0-17:0,10:30-17:0
MFbTdZe4Aby_0UbWWsfl6Q,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30
kXFBvQS1WRsxlmQLGN0YLA,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
jzfZ0XJ4eHBdC-I8OD3GEg,None,None,None,None,None,None,None
8NN3QNZB3miSZRRIVSGtCg,6:0-18:0,6:0-18:0,6:0-18:0,6:0-18:0,6:0-18:0,8:0-14:0,None
DcaN8MGOvb_sYkW14JeshQ,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-18:0,None
V_oOjMVRXnr_t_9i1CSivw,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,12:0-18:0
qN_SDuhC3Bwthf2ZhYxJoA,None,None,None,None,None,None,None
lpm1DmC45R4paaP3kiwM5Q,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-0:0,11:0-0:0,12:0-22:0
fUm6OiA9fjrjvXVG3ARBKw,12:30-20:30,12:30-20:30,12:30-20:30,12:30-20:30,12:30-20:30,12:30-20:30,14:30-20:30
883p8Iq1DGAcrP6GU5XRog,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
rjUeuFPvo7QspyMI9CwSoA,7:30-16:30,7:30-16:30,7:30-16:30,7:30-16:30,7:30-16:30,None,None
kaW97gZXyGMdkedZNdQuew,11:0-23:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-23:0
KIgm2mYwVkEUmArgFHYoDg,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-13:0,None
-bUrt9bLTqqbevqmtE_ktg,None,None,None,None,None,None,None
jJ2YgibOcokkyq4Rrwt1_A,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,None,None
KJM7tOTqSqqe414cKs6L7g,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
eMG6CIt8WzZp8WIJ9LWsQg,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0
g2fU5POyJ01a3-REvTF-fg,12:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,11:0-17:0,12:0-17:0
B5lW4nNQmPlz0ne0Qws-sw,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-18:0
NgsqN9GQX03moBknTvPgKg,None,None,None,None,None,None,None
2p5iP1Fsdo0pqB-03U_O2Q,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0
ux8VdmV3Zo-VojCdeOjocA,None,None,None,None,None,None,None
ST0qX0QinGCAzB2C6ixuwA,8:0-18:0,8:0-14:0,8:0-17:0,8:0-17:0,None,None,None
umNmo5szozNB3BsLjFx3zw,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-15:0,None,None
dG-N36uSMeoqCrU27At-Qw,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,10:0-21:0,None
zINKP9rtvo2IUKTZoYJUvQ,16:0-22:0,16:0-22:0,16:0-22:0,16:0-0:0,16:0-0:0,16:0-0:0,16:0-21:0
muJaLruF_OVqdaWS6xK6KQ,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,7:0-18:0,8:0-17:0
grY6QbxBFrxr3s2B7yyzQw,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0
A3UAFqXfJkdH-2LrHapwiQ,None,None,None,None,None,None,None
VT5Eh1ksIng56j2YwYbHVg,None,None,9:0-17:0,9:0-17:0,9:0-17:0,None,None
UVaIDrOnVj-0fQ9IGQcqcA,None,None,None,None,None,None,None
qjcxNsGEcFn8Eh4IPjURoQ,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-2:0,10:0-2:0,10:0-0:0
RVLRZIIR474brM2NI2QTWQ,None,None,None,None,None,None,None
2h72vT0EkXGblYZKgGDmuQ,14:0-1:0,14:0-1:0,14:0-1:0,14:0-1:0,14:0-1:0,12:0-1:0,13:0-0:0
132qHgL9fAK8F9QOogZc0A,None,None,None,None,None,None,None
bLth6nlzxZBEmzvmSz0igw,9:0-19:30,9:0-16:30,9:0-17:0,8:0-17:30,9:0-15:30,10:0-16:0,None
5FmyeD0O_iUa9FORcvJ-vg,9:0-9:0,9:0-9:0,9:0-9:0,9:0-9:0,9:0-9:0,9:0-9:0,9:0-9:0
M9Xav88-Rz09cLlW5wurxA,9:0-18:0,9:0-18:0,9:0-18:0,9:0-19:0,9:0-18:0,9:0-18:0,11:0-17:0
ks9S57hAJz45XLGMgdq9lg,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,None,None
ZAwV5s0Xl1e6qTntJTNFeQ,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-12:0,None,None
14O6gNqpd3bcnIAHPFT58g,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0
qPkyjuQyKMrHkbs2pGg7PQ,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,9:0-2:0,9:0-2:0
-tCvDzWk1hLk0VqxsWehGA,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
fepTvfOWE9rroiJeETRFdg,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-13:0,None,None
xtxLPQo8UbfrJ_fADupFvQ,None,None,None,None,None,None,None
K8s-oKzrcLwBcNDOs1WT5Q,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,10:0-15:0,None
JpU4vB4twBCe73VN-S7ARA,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0
uRj_V_CbeabiF8IWSR4Wtg,None,None,None,None,None,None,None
cmdMI_i2nNLocljzoe2WsA,9:0-18:0,9:0-18:0,10:0-18:0,9:0-18:0,9:0-18:0,9:0-13:0,None
f6eYVrrILm5mcPqWKoMiHg,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0
PFPUMF38-lraKzLcTiz5gQ,8:0-16:0,8:0-16:0,8:0-16:0,None,8:0-22:0,8:0-22:0,9:0-22:0
8ybWnYaNMFhtu_IuTwKg5g,7:30-21:0,7:30-21:0,7:30-21:0,7:30-21:0,7:30-21:0,8:0-21:0,10:0-20:0
4xioa5IWUTYEepxCiqRMtw,None,None,None,None,None,None,None
aKEEQqL1UFMieilnylI1gw,17:30-22:0,17:30-22:0,17:30-22:0,17:30-22:0,17:30-22:0,17:30-22:0,17:30-22:0
Rmq4EPT3K7I2t5vXqtqRuA,None,None,None,None,None,None,None
hWB7RGSIH6AF2fMtUYGaYA,None,None,None,None,None,None,None
gva_fx8xN_kHeDUagn_Xiw,8:30-17:30,8:30-17:30,8:30-17:30,8:30-17:30,8:30-17:30,None,None
dCW8F08NwRwkolHwtoSnrA,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-17:0,None
1BenG5YFgbdR_9tt5WcTrw,9:0-21:0,10:30-19:0,9:0-21:0,9:0-21:0,8:0-11:0,10:0-17:0,10:0-17:0
Jo-WQi7cZYODncEjuYlYjg,None,None,None,None,None,None,None
MlUjNNCjtRypELkBZTEkew,None,None,None,None,None,None,None
wWncaGBXGLX6IQmJFWG9zw,None,None,None,None,None,None,None
xrsd70hO8oMb1xoIXyP4_A,7:30-19:30,7:30-19:30,7:30-19:30,7:30-19:30,7:30-19:30,7:30-19:30,None
-7EwIdxcRC5McO35DVfeSQ,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-23:0
6oJZgVqJ8g-GpqMhqogoYg,None,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,11:0-18:0,None
B8zlK5jEGAUJtIfhLA71jw,13:0-16:0,13:0-16:0,13:0-17:0,13:0-17:0,11:0-19:0,11:0-19:0,13:0-17:0
LSm9EJwq-i1CpssEmhOccA,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-1:0,7:0-1:0,7:0-0:0
J98un0Mv1u7n7MwRTCT1Wg,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
yGlhk1A_l-J1ZHXO_yc78A,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,10:0-17:0
rlaVT1aNOLxbE-uWn54H_Q,None,None,None,None,None,None,None
MEn14fUaDrOujJ-t10jZhA,None,None,None,None,None,None,None
Ntp-xe4x9mDAOEgpbNuPSA,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-18:0,None
Iy-xf8mTpsVnuTYpItylMA,None,None,None,None,None,None,None
RBIFMFoYELNkUtGo8G8Qpg,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,None,None
v1vBpoykyQf1NirvrXEouw,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,16:0-22:0,16:0-21:0
SNVl3ymqmOSy-x1-eZC-Gg,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,8:0-0:0,8:0-23:0
Ep6j5qZZH8FOZgqWU8kzfw,8:0-19:0,8:0-20:0,8:0-20:0,8:0-19:0,8:0-19:0,8:0-14:0,None
bIzxwD9L56Gza6swL4eoJQ,6:30-21:30,6:30-21:30,6:30-21:30,6:30-21:30,6:30-21:30,6:30-19:0,6:30-18:0
41qxBQnPkMZ2ODeACQ1BBg,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0
EkFKidOJKlknZPg9v_uzPw,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,8:0-14:0,None
0btfEtakpbenOfS9TGKqKA,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,6:0-2:0,6:0-2:0
3-EQTBaKmfiHSvKBtKq1Fg,15:0-3:0,15:0-3:0,15:0-3:0,15:0-3:0,15:0-3:0,15:0-3:0,15:0-3:0
hwoMVoMk4qmuMrbr8Km0AQ,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,10:0-18:0,10:0-18:0
FJD6q8e8PTGfk1tucFOfxw,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-18:0,10:0-17:0
zMfu7V8pSmRzGPGh08NvDA,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30
jpcNlUthmvO5FKavaXFrug,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-17:0,None
CDmWDna8oi0PGmHiELoIpw,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,10:0-16:0,None
ZQCu2fgGoatxA6aAm82axQ,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,11:0-0:0,11:0-21:0
eKJkOicZrY-sfAXT4B50Ug,None,None,None,None,None,None,None
LTBCKI9dRJK3ks1fNEYDaQ,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-17:0,10:0-15:0
_lOjfd4yeoE1QJBZ9M49kg,9:30-19:0,9:30-19:0,9:30-19:0,9:30-19:0,9:30-19:0,9:30-18:0,None
0EnXIr4UQTemA0R2hlyR8g,None,12:0-20:0,12:0-22:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0
SHOeL3VN_hIL9RGgqDhLgA,None,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-19:0,6:0-14:0
RU3FQytaAbM550pnzA2uHg,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0
RtJFVhfVntYNRM28TWsyjw,None,None,None,None,None,None,None
LPZNrJcFG3kWpNvPWDcxKw,8:30-16:0,8:30-16:0,8:30-16:0,8:30-16:0,8:30-16:0,8:30-16:0,None
FqviVFdQac_dVwVMrNtGBA,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,None,None
Ueuo4VdUlDFoeHixYXccpQ,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:30,10:0-19:30,10:0-18:30,12:0-17:0
g2CMpjM8bBNQOQPIi4DKIw,None,None,None,None,None,None,None
IMuR55Sb45iq1q25AKkQhw,None,None,None,None,None,None,None
ANmMChurdD2V1KpkMf60Rw,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
vWKx7aOkg1wYjMBF57jFrw,16:0-20:30,11:30-20:30,11:30-20:30,11:30-20:30,11:30-21:30,12:0-21:30,12:0-20:0
c4QTwhK5pjd6qyb_UJ8v7Q,9:0-19:0,9:0-19:0,9:0-19:0,9:0-21:0,9:0-21:0,9:0-18:0,10:0-18:0
wPLDHMk_P6ZaVy223J7Vxg,None,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-18:0,10:0-17:0
leNKizFvmY59_EW_FX1EEg,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-19:0
NSsDsxHQZxCnKNgW3f_GnQ,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,None,None
OlklbRrfBIlc6obPtZPF3w,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,5:0-23:0,11:0-23:0,11:0-22:0
S_02VqM-sXAY9kDhvGxXtw,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
ySyPoXpHAKIjwn2BCnwMOA,None,None,None,None,None,None,None
C3Q_yp1ylwXOvj8M-1-OLw,7:0-23:0,7:0-23:0,7:0-23:0,7:0-2:0,7:0-0:0,11:0-23:0,11:0-23:0
4E6UVsUXsOJp1CrCXSLu2A,None,None,None,None,None,None,None
Ws7qxNjytCYB4LBAh30XUw,7:30-18:0,7:30-18:0,7:30-18:0,7:30-18:0,7:30-18:0,8:0-17:0,None
C2l4E8W3Wf5sRC6lLVlu_A,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-14:0,None,None
fsQGhlcaXNskiyFAcYOtNQ,10:0-18:0,10:0-18:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-18:0,None
A9aksp-YGK8FsCN9bXFLrg,None,None,None,None,None,None,None
bvae_rjb6WcLL9odInjPng,6:0-20:30,5:30-20:0,6:0-20:30,5:30-20:0,6:0-17:30,8:0-11:0,None
J3ZSl7xvnLM6KgLB763YCw,5:30-22:0,5:30-22:0,5:30-22:0,5:30-22:0,5:30-22:0,5:30-22:0,6:0-22:0
srNtn7lfHkwYSSizLe3CLw,None,None,None,None,None,None,None
iGMmIHaS5EN_zrtIYG2tbA,None,None,None,None,None,None,None
KfNLqITmIT_mKDRht4dbVw,None,None,None,None,None,None,None
dEWuB7WWs3240B9mNo1Q0Q,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0
xpCBsOqICPNtcR07qOL0bw,9:0-8:30,9:0-8:30,9:0-8:30,9:0-8:30,9:0-8:30,9:0-8:30,9:0-8:30
nbVtxapTeq5HELUeNRgc6w,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-0:0,10:0-0:0,11:0-23:0
X92zSxNOcYavuMjGqnoR1w,8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0,8:30-15:0,None,None
-8bGynxpc8t4-vhOy6FxTg,15:0-19:30,14:0-19:30,None,15:0-20:0,None,None,8:0-12:0
inQAynEiFxQ_M9UW0cgEhw,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-18:0,10:0-17:30
IkpiY6eLosIkYgMWbb3ppw,7:45-17:0,7:45-17:0,7:45-17:0,7:45-17:0,7:45-17:0,None,None
bbbgW1HIR4ZwuqOkYNIz6g,None,None,None,None,None,None,None
Tig4IuGUL42ynTjkyff6bQ,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0
kxUKt3Q5_Nzrn94ok5QvjA,None,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0
3rkxTx8DoZSl7_FryhXCVQ,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,None,10:30-21:30
zintdM19cWM7nkMtbTMeiQ,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,12:0-23:0,12:0-23:0
1MXkXjLNuGTeb2_FyatJtw,None,None,None,None,None,None,None
cXgXRqB40CGHEMKQgxLDTg,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-22:0,11:0-22:0,11:0-21:0
rULBh_0OpAq1uOM5UuRRJA,None,6:30-18:30,6:30-18:30,6:30-18:30,6:30-18:30,7:0-17:0,7:0-17:0
Cvw9I_gyHfPsLv8pMiMaIg,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,None
XUAaFhs1KG9DMZjbBYdldA,8:0-19:0,8:0-19:0,8:0-19:0,8:0-19:0,8:0-17:0,8:0-15:0,10:0-12:0
SdGgFPQrIzFlsrcWQ8MKMA,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,10:30-21:0,16:0-21:0,10:0-18:0
Eb7mHSEqkS1pkrd2fNrsmw,8:0-20:30,8:0-20:30,7:0-19:30,8:0-20:0,8:0-17:45,9:30-12:0,9:30-12:0
jhz1kFR-VrbA_MSPQp7NkA,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0
ttLNI1PxY1JHLahRUld4oA,None,None,None,None,None,None,None
wN_GLbSr92hCLRpqoPRmpQ,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0
h7ZW6c1Vi9V6_-gd2Ch_4g,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,11:0-17:0
1uPQTz5XZSWr0ti7kUpaDw,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
ydNQHa6kiJXQuRnjhULITg,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-0:0
hmpXFOD-WUhI3nmHntOf2A,None,None,None,None,None,None,None
4dVpCcd5_VNJJWGFWOYbpg,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
R2ukKpnl7pVtrjUbfJbR7w,None,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,12:0-18:0
w57MYupQiAcrIDAoM0A1Kg,10:0-16:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-18:0,None,None
ZQW_jxK2T2wbtp81bzypeQ,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,10:0-18:0,11:0-17:0
O9_GVt4DJM6jt-ttrQwebQ,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,None,None
p3t8Dn-bD9ZbvVR0awQqRg,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,9:0-19:0,9:0-22:0
FMSUcy__oFrnpxxn9qlW0Q,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,None
2RWOMcGakXHEdgFctf03Eg,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-21:0
ikbwqjuo7VO3QQ50kXWaUg,None,None,None,None,9:0-6:0,9:0-6:0,9:0-6:0
bMSiHjs2fbKbBNPyuTwhHA,11:30-23:0,11:30-23:0,11:30-23:0,11:30-0:0,11:30-2:30,11:30-2:30,11:30-23:0
Y6ERro4P_wmneOWj07n94A,11:0-0:0,11:0-1:0,11:0-1:0,11:0-2:0,11:0-2:0,10:0-2:0,10:0-0:0
dJMyDroTtXec1nIuXbeRjw,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-2:0,11:0-2:0,11:0-23:0
kxK_nFwJUDt55dp5nulGwQ,9:0-18:0,8:0-16:0,11:0-19:0,8:0-16:0,None,None,None
migFybNekVFzbGtPWtgr8A,None,None,None,None,None,None,None
n4djo1fzja1rOa3l9dmPew,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,11:0-18:0
ljI7y79R5MSMpgMAKh_q3w,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
